Title,Url,State
Sunnmørsposten,http://www.smp.no/,norway
Tidens Krav,https://www.tk.no/,norway
Varingen,https://www.varingen.no/,norway
Varden,http://www.varden.no/,norway
Østlandets Blad,https://www.oblad.no/,norway
Norway Today,http://norwaytoday.info/,norway
Østlendingen,https://www.ostlendingen.no/,norway
Agder Flekkefjords Tidende,http://www.avisenagder.no/,norway
Dalane Tidende,http://www.dalane-tidende.no/,norway
Bondebladet,http://www.bondebladet.no/,norway
Fjordingen,http://www.fjordingen.no/,norway
Fjordabladet,http://www.fjordabladet.no/,norway
Gjesdalbuen,https://gbnett.no/,norway
Lofotposten,https://www.lofotposten.no/,norway
Møre-Nytt,http://www.morenytt.no/,norway
Kvinnheringen,https://www.kvinnheringen.no/,norway
Norge Idag,https://idag.no/,norway
Porsgrunns Dagblad,https://www.pd.no/,norway
Ny Tid,https://www.nytid.no/,norway
Romsdals Budstikke,http://www.rbnett.no/,norway
Strandbuen,http://www.strandbuen.no/,norway
Sogn Avis,http://www.sognavis.no/,norway
Telemarksavisa,https://www.ta.no/,norway
TradeWinds,http://www.tradewindsnews.com/,norway
Foreigner,http://theforeigner.no/,norway
Troms Folkeblad,http://www.folkebladet.no/,norway
Upstream,http://www.upstreamonline.com/,norway
Trønder-Avisa,http://www.t-a.no/,norway
VestNytt,https://www.vestnytt.no/,norway
Dolen,http://www.dolen.no/,norway
Saltenposten,https://saltenposten.no/,norway
Valdres,https://www.avisa-valdres.no/,norway
Altaposten,http://www.altaposten.no/,norway
Vennesla Tidende,http://www.venneslatidende.no/,norway
Amli Avisa,https://www.amliavisa.no/,norway
HA,https://www.h-a.no/,norway
Sagat,https://www.sagat.no/,norway
Hordaland Folkeblad,http://www.hf.no/,norway
Raumnes,http://www.raumnes.no/,norway
Østlands-Posten,https://www.op.no/,norway
Eidsvoll Ullensaker Blad,http://www.eub.no/,norway
nernett.no,http://www.nernett.no/,norway
Grenda,https://grenda.no/,norway
Vestavind Bygdeblad,https://vestavind-sveio.no/,norway
Oppland Arbeiderblad,https://www.oa.no/,norway
Trønderbladet,http://www.tronderbladet.no/,norway
Lyngdals Avis,https://lyngdalsavis.no/,norway
Gudbrandsdølen Dagningen,https://www.gd.no/,norway
Lister,https://www.lister24.no/,norway
Gjengangeren,https://www.gjengangeren.no/,norway
FiskeribladetFiskaren,https://fiskeribladet.no/,norway
Frostingen,http://frostingen.no/,norway
Fosenavisa,http://www.fosenavisa.no/,norway
Akers Avis Grorudd,https://groruddalen.no/,norway
Bygdeposten,https://www.bygdeposten.no/,norway
Opdalingen,http://www.opdalingen.no/,norway
Harstad Tidende,http://www.ht.no/,norway
Avisa Hemnes,http://www.avisahemnes.no/,norway
Firda Tidend,https://www.firdatidend.no/,norway
Bodøposten.no,http://xn--bodposten-n8a.no/,norway
Andøyposten,http://www.vol.no/andoyposten/,norway
Telen,https://www.telen.no/,norway
Glåmdalen,https://www.glomdalen.no/,norway
Tønsbergs Blad,https://www.tb.no/,norway
Fædrelandsvennen,https://www.fvn.no/,norway
Halden Arbeiderblad,https://www.ha-halden.no/,norway
Haugesunds Avis,https://www.h-avis.no/,norway
Hallingdølen,http://www.hallingdolen.no/,norway
Indre Akershus Blad,https://www.indre.no/,norway
Jærbladet,http://www.jbl.no/,norway
Times of Oman,http://timesofoman.com/,oman
Muscat Daily,http://www.muscatdaily.com/,oman
Oman Daily Observer,http://www.omanobserver.om/,oman
Alwatan,http://alwatan.com/,oman
Oman Daily,http://omandaily.om/,oman
Oman Bulletin,http://omanbulletin.com/,oman
Nizwa,http://www.nizwa.com/,oman
TheWeek,http://www.theweek.co.om/,oman
Al Shabiba,http://www.shabiba.com/,oman
Hi FM,http://www.hifmradio.com/,oman
Al-Roya,https://alroya.om/,oman
Oman News Agency (ONA),http://omannews.gov.om/ona_n/,oman
Oman Radio (in Arabic),http://part.gov.om/omanradio/,oman
Majan TV,http://www.majan-tv.com/,oman
Hala FM,http://www.halafm.com/,oman
"Ministry of Information, Sultanate of Oman",https://omaninfo.om/,oman
Al-Wisal,http://wisal.fm/cms/,oman
Pacific Island Times,https://www.pacificislandtimes.com,palau
Palau Gov News,https://www.palaugov.pw/news,palau
Official Tourism Office,https://www.pristineparadisepalau.com,palau
The New York Times,https://www.nytimes.com/topic/destination/palau,palau
BBC News,http://www.bbc.com/news/world-middle-east-15446659,palau
Al-Ayyam,http://www.al-ayyam.com/,palestine
Al-Hayat Al-Jadida,http://www.alhaya.ps/,palestine
Palestine News & Info Agency,http://english.wafa.ps/,palestine
Al-Quds,http://www.alquds.com/,palestine
Al-Hurriya,http://www.alhourriah.org/,palestine
Dunya Alwatan‎,https://www.alwatanvoice.com/arabic/index.html,palestine
Felesteen,http://www.felesteen.ps/,palestine
PNN - Palestine News Network,http://english.pnn.ps/,palestine
‎Fadayiyat Palestine,http://paltoday.tv/,palestine
Shabakat Azyal Al-Izaeia,http://www.arn.ps/,palestine
Al Bayader,http://al-bayader.com/,palestine
Al-Karmel,http://www.alkarmel.org/,palestine
Al Fateh,http://www.al-fateh.net/,palestine
This Week in Palestine,http://thisweekinpalestine.com/,palestine
Aklaam,http://www.aklaam.net/newaqlam/,palestine
‎Arab48,https://www.arab48.com/,palestine
‎Shabakat Alhurriat Alielamia,http://www.hr.ps/,palestine
‎Sahifat Al Estiqlal,https://www.alestqlal.com/,palestine
‎Al Sonara,http://www.sonara.net/,palestine
Ma'an News Agency (MNA),http://www.maannews.net/,palestine
Palestinian Information Center,https://www.palinfo.com/,palestine
Jerusalem Media and Communication Centre,http://www.jmcc.org/,palestine
‎Afaq,http://www.aafaq.org/,palestine
‎Deyar Al Nagab,http://www.deyaralnagab.com/,palestine
‎Manar,http://www.manar.com/,palestine
Palestine Chronicle,http://www.palestinechronicle.com/,palestine
Palestine Public Broadcasting,http://www.pbc.ps/,palestine
Salam TV,http://www.salam-tv.ps/,palestine
Al Quds Al Arabi,http://www.alquds.co.uk/,palestine
Alwasat Alyum‎,http://www.alwasattoday.com/,palestine
AMIN - Arabic Media Information Network,http://www.amin.org/,palestine
Newsroom Panama,https://www.newsroompanama.com,panama
Panama Today,https://www.panamatoday.com,panama
Mi Diario,http://www.midiario.com/,panama
La Prensa,http://www.prensa.com/,panama
El Siglo,http://elsiglo.com.pa/,panama
Bocas Breeze,http://thebocasbreeze.com/,panama
Capital,https://elcapitalfinanciero.com/,panama
La Estrella,http://laestrella.com.pa/,panama
Critica,https://www.critica.com.pa/,panama
Dia a Dia,https://www.diaadia.com.pa/,panama
Metro Libre,https://metrolibre.com/,panama
El Informe de David,http://www.elinformedavid.com/,panama
El Panama America,http://www.panamaamerica.com.pa/,panama
Focus Panama,http://www.focuspublicationsint.com/,panama
Epasa,http://www.epasa.com/,panama
Panamagazine,http://panamagazine.com/,panama
Selecta Magazine,http://selectamagazine.com.pa/,panama
PNG Toda News Online,https://news.pngfacts.com,papua-new-guinea
One PNG,https://www.onepng.com,papua-new-guinea
Post Courier,https://postcourier.com.pg/,papua-new-guinea
The National,https://www.thenational.com.pg/,papua-new-guinea
NBC - National Broadcasting Corporation,http://www.nbc.com.pg/,papua-new-guinea
Papua New Guinea Tourism,https://www.papuanewguinea.travel,papua-new-guinea
Ultima Hora,https://www.ultimahora.com/,paraguay
Diario ABC Color,http://www.abc.com.py/,paraguay
Cronica,http://www.cronica.com.py/,paraguay
Hoy,https://www.hoy.com.py/,paraguay
Extra Press,https://www.extra.com.py/,paraguay
La Nacion,https://www.lanacion.com.py/,paraguay
Diario Vanguardia,http://www.vanguardia.com.py/,paraguay
ADN Paraguayo,http://www.adndigital.com.py/,paraguay
5 Dias,http://www.5dias.com.py/,paraguay
Acción,http://www.uninet.com.py/accion/,paraguay
Canal 13,http://rpc.com.py/,paraguay
Contacto News,https://contactonews.co/,paraguay
Asociación Rural del Paraguay,http://www.arp.org.py/,paraguay
La República,https://larepublica.pe/,peru
El Comercio,https://elcomercio.pe/,peru
Trome,https://trome.pe/,peru
Correo Peru,https://diariocorreo.pe/,peru
Gestion,https://gestion.pe/,peru
El Peruano,https://elperuano.pe/,peru
El Popular,https://www.elpopular.pe/,peru
El Bocon,https://elbocon.pe/,peru
Publimetro,https://publimetro.pe/,peru
Andina,https://andina.pe/agencia/,peru
Exitosa,http://exitosanoticias.pe/,peru
La Razon,http://larazon.pe/,peru
Expreso,https://www.expreso.com.pe/,peru
La Industria,http://laindustria.pe/,peru
Diario Uno,http://diariouno.pe/,peru
Voces,http://www.diariovoces.com.pe/,peru
El Men,http://elmen.pe/,peru
Info Arequipa,http://www.infoarequipa.com/,peru
La Primera,https://www.diariolaprimeraperu.com/,peru
Ahora,https://diarioahora.pe/,peru
El Chino,http://elchino.pe/,peru
Los Andes,http://www.losandes.com.pe/,peru
Diario Sin Fronteras,http://www.diariosinfronteras.pe/,peru
Diario de Chimbote,http://www.diariodechimbote.com/,peru
El Pueblo,http://elpueblo.com.pe/,peru
El Buho,https://elbuho.pe/,peru
Todo Sport,http://todosport.pe/,peru
La Prensa Regional,https://prensaregional.pe/,peru
Andina,http://www.andina.com.pe/ingles/,peru
Diario del País,https://delpais.com.pe/web/,peru
Warsaw Voice,http://www.warsawvoice.pl/,poland
Fakt,http://www.fakt.pl/,poland
Warsaw Business Journal,http://wbj.pl/,poland
Krakow Post,http://www.krakowpost.com/,poland
Puls Biznesu,https://www.pb.pl/,poland
Gazeta Wyborcza,http://wyborcza.pl/,poland
Rzeczpospolita,https://www.rp.pl/,poland
Super Express,https://www.se.pl/,poland
Przegląd Sportowy,https://www.przegladsportowy.pl/,poland
Nasz Dziennik,https://naszdziennik.pl/,poland
Dziennik Gazeta Prawna,http://www.dziennik.pl/,poland
Gazeta Krakowska,https://gazetakrakowska.pl/,poland
Życie Warszawy,http://www.zw.com.pl/,poland
Parkiet,http://www.parkiet.com/,poland
Gazeta Współczesna,https://wspolczesna.pl/,poland
Dziennik Zachodni,https://dziennikzachodni.pl/,poland
Dziennik Bałtycki,https://dziennikbaltycki.pl/,poland
Gazeta Olsztyńska,http://gazetaolsztynska.pl/,poland
Kurier Gmin,http://kuriergmin.pl/,poland
Schlesisches Wochenblatt,http://wochenblatt.pl/,poland
dkl24,http://dkl24.pl/,poland
Wiadomości Świdnickie,http://ws-24.pl/,poland
Gazeta-Olawa,https://gazeta-olawa.pl/,poland
NOWa Gazeta,http://nowagazeta.pl/,poland
Dziennik Łódzki,https://dzienniklodzki.pl/,poland
Gazeta Pomorska,https://pomorska.pl/,poland
Express Ilustrowany,https://expressilustrowany.pl/,poland
Dziennik Wschodni,https://www.dziennikwschodni.pl/,poland
NOWa Gazeta Biłgorajska,https://gazetabilgoraj.pl/,poland
Kurier Lubelski,https://kurierlubelski.pl/,poland
Kurier Poranny,https://poranny.pl/,poland
Tygodnik Podhalański,http://24tp.pl/,poland
Korso,http://www.korso.pl/,poland
Glos Wielkopolski,https://gloswielkopolski.pl/,poland
Nowiny Gliwickie,http://www.nowiny.gliwice.pl/,poland
Kurier Szczecinski,http://www.24kurier.pl/,poland
Gazeta Lubuska,https://gazetalubuska.pl/,poland
Tygodnik Zamojski,http://www.tygodnikzamojski.pl/,poland
Nowa Trybuna Opolska,https://nto.pl/,poland
Tygodnik Powszechny,https://www.tygodnikpowszechny.pl/,poland
Sztafeta,http://www.sztafeta.pl/,poland
Nowy Dziennik,http://www.dziennik.com/,poland
LodzPost,http://lodzpost.com/,poland
Inside Poland,http://inside-poland.com/,poland
The Portugal News,http://theportugalnews.com/,portugal
Correio da Manhã,http://www.cmjornal.pt/,portugal
Diário de Notícias,https://www.dn.pt/,portugal
Destak,http://www.destak.pt/,portugal
A Bola,http://www.abola.pt/,portugal
Jornal de Notícias (JN),https://www.jn.pt/,portugal
Público,https://www.publico.pt/,portugal
Diário de Coimbra,http://www.diariocoimbra.pt/,portugal
Expresso,http://expresso.sapo.pt/,portugal
iOnline,https://ionline.sapo.pt/,portugal
O Açoriano Oriental,https://www.acorianooriental.pt/,portugal
O Jogo,https://www.ojogo.pt/,portugal
Avante,http://www.avante.pt/,portugal
Record,http://www.record.pt/,portugal
Análise Social,http://analisesocial.ics.ul.pt/,portugal
Sol,https://sol.sapo.pt/,portugal
Blitz,http://blitz.sapo.pt/,portugal
Mundo Universitário,http://www.mundouniversitario.pt/,portugal
Diário As Beiras,https://www.asbeiras.pt/,portugal
Povo Livre,http://www.psd.pt/?idc=203,portugal
Diario de Aveiro,http://www.diarioaveiro.pt/,portugal
Jornal Soberania do Povo,http://www.soberaniadopovo.pt/index/,portugal
Noticias de Aveiro,https://www.noticiasdeaveiro.pt/,portugal
Região de Águeda,http://www.regiaodeagueda.com/,portugal
Jornal de Negócios,http://www.jornaldenegocios.pt/,portugal
Jornal da Bairrada,http://www.jb.pt/,portugal
Diário do Minho,https://www.diariodominho.pt/,portugal
Ecos de Basto,http://www.ecosdebasto.com/,portugal
Correio do Minho,https://www.correiodominho.pt/,portugal
Mensageiro de Bragança,http://www.mdb.pt/,portugal
Jornal do Fundão,https://www.jornaldofundao.pt/,portugal
Gazeta do Interior,http://www.gazetadointerior.pt/,portugal
A Voz da Figueira,http://www.avozdafigueira.pt/,portugal
Roda Viva,http://www.rodaviva.pt/,portugal
On Line News,http://www.oln.pt/,portugal
Diari Online Algarve,https://regiao-sul.pt/,portugal
Maia Hoje,http://www.maiahoje.pt/,portugal
A Guarda,http://www.jornalaguarda.com/,portugal
dnoticias.pt,http://www.dnoticias.pt/,portugal
O Mirante,http://www.omirante.pt/,portugal
Gulf Times,https://www.gulf-times.com/,qatar
Al Jazeera,https://www.aljazeera.com/,qatar
Qatar Tribune,http://www.qatar-tribune.com/,qatar
The Peninsula,https://thepeninsulaqatar.com/,qatar
Al-Rayah,http://www.raya.com/,qatar
Al-Watan,http://www.al-watan.com/,qatar
Al-Sharq,http://www.al-sharq.com/,qatar
NRICafe.com,https://nricafe.com/,qatar
Doha News,https://dohanews.co/,qatar
Estadal Doha,http://www.estadaldoha.com/,qatar
Islam Online,https://islamonline.net/,qatar
Al Arab,http://www.alarab.qa/,qatar
Lusail,https://lusailnews.qa/,qatar
Qatar TV,http://www.qtv.qa/,qatar
Bein Sports,http://www.beinsports.com/,qatar
Romania-Insider,https://www.romania-insider.com/,romania
The Romania Journal,https://www.romaniajournal.ro,romania
Nine O'Clock,http://www.nineoclock.ro/,romania
Evenimentul Zilei,https://evz.ro/,romania
Ziarul Financiar,https://www.zf.ro/,romania
Új Magyar Szó,http://www.maszol.ro/,romania
Allgemeine Deutsche Zeitung für Rumänien,http://www.adz.ro/,romania
Diaspora Romaneasca,http://www.diasporaro.com/,romania
Azi,http://www.eazi.ro/,romania
Cotidianul,https://www.cotidianul.ro/,romania
Ziarul BURSA,http://www.bursa.ro/,romania
Gândul,https://www.gandul.info/,romania
Adevărul,https://adevarul.ro/,romania
Gazeta Sporturilor,https://www.gsp.ro/,romania
Libertatea,https://www.libertatea.ro/,romania
România Liberă,https://romanialibera.ro/,romania
Jurnalul Naţional,https://jurnalul.antena3.ro/,romania
Transindex,http://www.transindex.ro/,romania
Krónika,https://kronika.ro/,romania
Szabadság,http://szabadsag.ro/,romania
thepoc.ro,https://www.thepoc.ro/,romania
Curierul Național,https://www.curierulnational.ro/,romania
Dcnews,https://www.dcnews.ro/,romania
Capital,https://www.capital.ro/,romania
Click!,http://www.click.ro/,romania
The Diplomat – Bucharest,http://www.thediplomat.ro/,romania
Opinia Transilvană,https://opiniatransilvana.ro/,romania
ProSport,https://www.prosport.ro/,romania
Ziarul Unirea,http://ziarulunirea.ro/,romania
Desteptarea de Bacau,https://www.desteptarea.ro/,romania
Ziarul Argeşul,http://ziarulargesul.ro/,romania
Curierul Zilei,http://www.curier.ro/,romania
Newsarad,http://www.newsarad.ro/,romania
Ziarul de Bacău,https://zdbc.ro/,romania
Monitorul,https://www.monitorulbt.ro/,romania
Buna ziua Brasov,http://www.bzb.ro/,romania
National,http://www.national.ro/,romania
Cronica Romana,http://cronicaromana.net/,romania
Monitorul Expres,http://www.monitorulexpres.ro/,romania
Curentul,https://www.curentul.info/,romania
Cuget Liber,https://www.cugetliber.ro/,romania
Buna Ziua Constanta,http://www.bzc.ro/,romania
Observator de Constanta,http://observator.ro/,romania
Ziua de Constanta,https://www.ziuaconstanta.ro/,romania
Replica,https://www.replicaonline.ro/,romania
Cuvantul Libertatii,http://www.cvlpress.ro/,romania
Hermannstadter Zeitung,https://www.hermannstaedter.ro/,romania
Prahova,http://ziarulprahova.ro/,romania
Obiectiv,http://www.obiectivdesuceava.ro/,romania
Oglinda De Vest,https://oglindadevest.ro/,romania
Graiul Salajului,http://www.graiulsalajului.ro/,romania
Stirile pe scurt,http://www.stirilepescurt.ro/,romania
Ziarul Lumina,http://ziarullumina.ro/,romania
Monitorul de Suceava,https://www.monitorulsv.ro/,romania
Moscow Times,https://themoscowtimes.com/,russia
RT News,https://www.rt.com/,russia
Sport Express,http://www.sport-express.ru/,russia
Sovetsky Sport,https://www.sovsport.ru/,russia
Moskovskij Komsomolets,https://www.mk.ru/,russia
Izvestia,https://iz.ru/,russia
Rossiyskaya Gazeta,https://rg.ru/,russia
Komsomolskaya Pravda,https://www.kp.ru/,russia
Kommersant,https://www.kommersant.ru/,russia
Moskovskiye Novosti,http://www.mn.ru/,russia
Novye Izvestia,https://newizv.ru/,russia
Nezavisimaya Gazeta,http://www.ng.ru/,russia
Moskovskaya Pravda,http://mospravda.ru/,russia
Sovetsky Sakhalin,https://sovsakh.ru/,russia
Argumenty i Fakty,http://www.aif.ru/,russia
Vecherniy Murmansk,http://vmnews.ru/,russia
Novaya Gazeta,https://www.novayagazeta.ru/,russia
Vecherniy Stavropol,http://vechorka.ru/,russia
Novgorod,https://gazetanovgorod.ru/,russia
Nasha Versia,https://versia.ru/,russia
Trud,http://www.trud.ru/,russia
Pravda,http://gazeta-pravda.ru/,russia
Vedomosti,https://vedomosti.ru/,russia
Delovoy Peterburg,https://www.dp.ru/,russia
Russia Beyond the Headlines,https://www.rbth.com/,russia
RBK daily,http://www.rbcdaily.ru/,russia
Krasnaya Zvezda,http://redstar.ru/,russia
Vremya Novostei,http://vremya.ru/,russia
Tyumenskaya Oblast Segodnya,http://tumentoday.ru/,russia
Sankt-Peterburgskie Vedomosti,https://spbvedomosti.ru/,russia
Literaturnaya Gazeta,http://www.lgz.ru/,russia
eXile,http://exiledonline.com/,russia
Parlamentskaia Gazeta,https://www.pnp.ru/,russia
Media Korset,https://mkset.ru/,russia
Province,https://www.province.ru/,russia
og.ru,http://og.ru/,russia
Expatica,https://www.expatica.com/ru/,russia
Novy Vzglyad,http://www.newlookmedia.ru/,russia
PRIME,http://www.1prime.biz/,russia
Tverskaya Zhizn,https://tverlife.ru/,russia
Ekonomika i Zhizn,https://www.eg-online.ru/,russia
Kodima,http://kodima.rkperiodika.ru/,russia
Argumenty i Fakty,http://www.adigea.aif.ru/,russia
Sobesednik,https://sobesednik.ru/,russia
tatar73.ru,http://search.tatar73.ru/,russia
Altaiskaia Pravda,http://www.ap22.ru/,russia
Pravda Severa,http://pravdasevera.ru/,russia
Goudok,http://www.gudok.ru/,russia
Vyatskiy Nablyudatel,https://nabludatel.ru/,russia
Le Courrier de Russie,https://www.lecourrierderussie.com/,russia
Vechernyaya Moskva,https://vm.ru/,russia
Angliya,https://angliya.com/,russia
Nezavisimoye Voyennoye Obozreniye,http://nvo.ng.ru/,russia
TheRwandan,http://www.therwandan.com/,rwanda
The New Times,http://www.newtimes.co.rw/,rwanda
Imvaho Nshya,http://imvahonshya.co.rw/,rwanda
News of Rwanda,http://www.newsofrwanda.com/category/english/,rwanda
Rwanda Wire,http://rwandawire.com/,rwanda
Rwanda Broadcasting Agency,http://www.rba.co.rw/,rwanda
Rwanda News Agency (RNA),http://www.rnanews.com/,rwanda
AllAfrica Rwanda,http://allafrica.com/rwanda/,rwanda
BBC Rwanda News,http://www.bbc.co.uk/news/world-africa-14093238,rwanda
Radio Maria,http://www.radiomaria.rw/,rwanda
Rwanda Government Official,http://www.gov.rw/,rwanda
IRIN Africa,http://www.irinnews.org/afrique/afrique-de-lest/rwanda,rwanda
International Criminal Tribunal for Rwanda,http://unictr.unmict.org/,rwanda
Saudi Gazette,http://saudigazette.com.sa/,saudi-arabia
Arab News,http://www.arabnews.com/,saudi-arabia
Al Madina,http://www.al-madina.com/,saudi-arabia
Al Jazirah,http://www.al-jazirah.com/,saudi-arabia
Okaz,https://www.okaz.com.sa/,saudi-arabia
Al Riyadh,http://www.alriyadh.com/home/,saudi-arabia
Al Eqtisadiah,http://www.aleqt.com/,saudi-arabia
Al-Watan,http://www.alwatan.com.sa/,saudi-arabia
Asharq al Awsat,https://aawsat.com/,saudi-arabia
Al-Yaum,http://www.alyaum.com/,saudi-arabia
Al-hayat,http://www.alhayat.com/,saudi-arabia
Sabq,https://sabq.org/,saudi-arabia
Al Arabiya,http://www.alarabiya.net/,saudi-arabia
Elaph,http://elaph.com/,saudi-arabia
amalh.net,http://www.amalh.net/,saudi-arabia
Umm Al Qura,https://www.uqn.gov.sa/,saudi-arabia
M3llm.net,http://www.m3llm.net/,saudi-arabia
Bab,http://www.bab.com/,saudi-arabia
Al Marefh,http://www.almarefh.net/,saudi-arabia
Afif news,http://www.afifnp.com/,saudi-arabia
kharj newspaper,http://www.sabqk.com/,saudi-arabia
Shorfh,https://shorfh.com/,saudi-arabia
Aseer News,https://www.3seer.net/,saudi-arabia
Al Weeam,http://www.alweeam.com.sa/,saudi-arabia
Makkah News,http://makkahnewspaper.com/,saudi-arabia
Albilad Daily,http://www.albiladdaily.com/,saudi-arabia
Al-Jazirah Online,http://www.al-jazirahonline.com/,saudi-arabia
Google news Saudi,https://news.google.com/news/?ned=ar_sa&gl=SA&hl=ar,saudi-arabia
Saudi Press Agency (SPA) (in English),http://www.spa.gov.sa/home.php?lang=en,saudi-arabia
SPA - Saudi Press Agency (in Arabic),http://www.spa.gov.sa/,saudi-arabia
St. Lucia Times,https://stluciatimes.com/,saint-lucia
St. Lucia News Online,https://www.stlucianewsonline.com/,saint-lucia
St. Lucia STAR,https://stluciastar.com/,saint-lucia
The Voice,http://thevoiceslu.com/,saint-lucia
slucia.com,http://www.slucia.com/,saint-lucia
Daher Broadcasting Service,http://www.dbstvstlucia.com/,saint-lucia
Helen Television Systems (HTS),https://www.htsstlucia.org/,saint-lucia
Jollof News,https://jollofnews.com/,senegal
Le Quotidien,http://www.lequotidien.sn/,senegal
Sud Quotidien,http://www.sudonline.sn/,senegal
Enquete Plus,http://www.enqueteplus.com/,senegal
Le Soleil,http://www.lesoleil.sn/,senegal
Sen 360,http://www.sen360.com/,senegal
Radiodiffusion Television Senegalaise (RTS),http://www.rts.sn/,senegal
Agence de Presse Senegalaise,http://www.aps.sn/,senegal
Wal Fadjri L'Aurore,http://www.walf-groupe.com/,senegal
Panapress,http://www.panapress.com/,senegal
2S TV,https://2stv.net/,senegal
AllAfrica Senegal,http://allafrica.com/senegal/,senegal
BBC Senegal News,http://www.bbc.com/news/world-africa-14093674,senegal
Today Online,https://www.todayonline.com/,singapore
The New Paper,https://www.tnp.sg/,singapore
Business Times,https://www.businesstimes.com.sg/,singapore
Straits Times,http://www.straitstimes.com/,singapore
Tabla!,https://www.tabla.com.sg/,singapore
Pravasi Express,https://www.pravasiexpress.com/,singapore
Lianhe Zaobao (南洋·星洲联合早报),http://www.zaobao.com.sg/,singapore
Shin Min Daily News (新明日报),https://www.shinmin.sg/,singapore
Berita Harian,https://www.beritaharian.sg/,singapore
AsiaOne,http://www.asiaone.com/,singapore
Tamil Murasu (Tamil: தமிழ் முரசு),https://www.tamilmurasu.com.sg/,singapore
Channel NewsAsia,https://www.channelnewsasia.com/,singapore
STOMP,https://stomp.straitstimes.com/,singapore
The Independent Singapore,http://theindependent.sg/,singapore
Lianhe Wanbao (联合晚报),https://www.wanbao.com.sg/,singapore
Weekender,https://weekender.com.sg/,singapore
Google News Singapore,https://news.google.com.sg/,singapore
Asian Correspondent,http://asiancorrespondent.com/section/singapore/,singapore
Yahoo News Singapore,https://sg.news.yahoo.com/,singapore
MSN Singapore news,https://www.msn.com/en-sg/news,singapore
Tr Emeritus,http://www.tremeritus.net/,singapore
Glas javnosti,http://www.glas-javnosti.rs/,serbia
Politika,http://www.politika.rs/,serbia
Magyar Szó,http://www.magyarszo.com/,serbia
24 online,http://www.24online.info/,serbia
B92.net,https://www.b92.net/eng,serbia
Danas,https://www.danas.rs/,serbia
Alo!,http://www.alo.rs/,serbia
Večernje novosti,http://www.novosti.rs/,serbia
Blic,https://www.blic.rs/,serbia
Pravda,http://www.pravda.rs/,serbia
Kurir,https://www.kurir.rs/,serbia
Press,http://www.pressonline.rs/,serbia
Dnevnik,http://www.dnevnik.rs/,serbia
Studio B,http://studiob.rs/,serbia
Beograd,http://www.beograd.rs/,serbia
Svedok,http://www.svedok.rs/,serbia
Suboticke Novine,http://www.subotickenovine.rs/,serbia
Cacanski glas,https://www.caglas.rs/,serbia
Aktuelno.net,http://aktuelno.net/,serbia
Glas Podrinja,https://www.glaspodrinja.rs/,serbia
Kragujevacke,http://www.sremskenovine.co.rs/,serbia
informer,http://informer.rs/,serbia
Sportski žurnal,http://www.zurnal.rs/,serbia
Hrvatska riječ,http://www.hrvatskarijec.rs/,serbia
Hlas L'udu,https://hl.rs/,serbia
Borba,http://borba.rs/,serbia
Slovenia Times,http://www.sloveniatimes.com/,slovenia
Delo,http://www.delo.si/,slovenia
Slovenian Press Agency,https://www.sta.si/,slovenia
Dnevnik,https://www.dnevnik.si/,slovenia
Slovenske novice,http://www.slovenskenovice.si/,slovenia
Finance,https://www.finance.si/,slovenia
Večer,https://www.vecer.com/,slovenia
Dolenjski List,http://www.dolenjskilist.si/si/,slovenia
Gorenjski Glas,http://www.gorenjskiglas.si/,slovenia
Primorske Novice,https://www.primorske.si/,slovenia
Primorski dnevnik,http://www.primorski.eu/,slovenia
Druzina,http://www.druzina.si/,slovenia
insajder.com,https://insajder.com/,slovenia
Ekipa24,https://ekipa.svet24.si/,slovenia
Slovak Spectator,https://spectator.sme.sk/,slovakia
Daily Slovak News,http://www.thedaily.sk/,slovakia
Pravda,http://www.pravda.sk/,slovakia
SME,https://www.sme.sk/,slovakia
Hospodárske noviny,https://hnonline.sk/,slovakia
Nový čas,https://www.cas.sk/,slovakia
Sport,https://sport.aktuality.sk/,slovakia
Pluska,http://www.pluska.sk/,slovakia
Avizo,http://www.avizo.sk/,slovakia
Bratislavské noviny,https://www.bratislavskenoviny.sk/,slovakia
Bratislavský kuriér,https://www.bakurier.sk/,slovakia
24 Hodin,http://www.24hod.sk/,slovakia
Žilinský večerník,https://www.zilinskyvecernik.sk/,slovakia
MY NOVINY,http://www.mynoviny.sk/,slovakia
Buongiorno Slovacchia,http://www.buongiornoslovacchia.sk/,slovakia
aktuality.sk,https://www.aktuality.sk/,slovakia
Podbrezovan,http://www.zelpo.sk/,slovakia
Tlačová agentúra Slovenskej Republiky (TASR),http://www.tasr.sk/,slovakia
Korzar,https://korzar.sme.sk/,slovakia
Paraméter,http://parameter.sk/,slovakia
Poprad,http://www.noviny-poprad.sk/,slovakia
Presovsky Vecernik,http://www.povecernik.sk/,slovakia
Profini,http://www.profini.sk/,slovakia
Új Szó,https://ujszo.com/,slovakia
El País,http://elpais.com/,spain
ABC.es,https://www.abc.es/,spain
El Mundo,http://www.elmundo.es/,spain
La Vanguardia,https://www.lavanguardia.com/,spain
SpanishNews.es,https://www.spanishnews.es,spain
TheLocal.es,https://www.thelocal.es/,spain
El Periódico de Catalunya,https://www.elperiodico.com/es/,spain
La Razón,https://www.larazon.es/,spain
El Correo,https://www.elcorreo.com/,spain
Faro de Vigo,https://www.farodevigo.es/,spain
